245
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3,featids,featids_conv,orientations_0,orientations_1,orientations_2,orientations_3,orientations_4,phases_conv,rvec_0,rvec_1,rvec_2,rvec_3,rvec_comp1,rvec_comp2,rvec_comp3
57,0.63602942,0.47673401,0.67235708,0.3918933,-0.47865832,0.40649953,1.8873223,2.1473148,5.4691734,8.1781673,5.2015553,3.8988106,3.0067568,61.114864,31.182432,10.335728,4.5360565,1.7836895,3.4806068,0,37,7,0.39907894,1,1,578.125,578.125,578.125,57,57,57,-1.654016816184836,-0.964068239596898,1.177512685722277,1,1,0.73590142,0.42893106,-0.52389628,2.2476065,-1.654016816184836,-0.964068239596898,1.177512685722277
58,0.79661524,0.62906444,0.028570436,0.73489553,0.017408457,0.67735463,3.187413,2.1248848,3.472739,9.7461576,7.763938,6.1309614,34.094036,29.50688,47.970184,14.816626,1.5763445,2.4433494,0.19882482,0,109,16,0.5170933,1,0,1703.125,1703.125,1703.125,58,58,58,3.359453710912362,2.765681195148886,1.228520532766026,1,1,-0.74299139,-0.61167008,-0.27170494,4.5215244,3.359453710912362,2.765681195148886,1.228520532766026
59,0.27735019,0.27734992,0.81914961,0.29737511,0.21711725,0.43979782,5.9504991,0.66634178,4.0969095,4.1502061,1.1510603,1.1510593,8.75,43.75,23.75,3.1017525,1.980502,1.0409049,4.9465013,0,1,1,0.14365785,1,0,15.625,15.625,15.625,59,59,59,-0.0529785555460105,0.6018713888082843,0.3335094659381852,1,1,0.076765642,-0.8721084,-0.48325342,0.69013369,-0.0529785555460105,0.6018713888082843,0.3335094659381852
60,0.80979931,0.67107302,-0.79304111,-0.072559804,0.54733104,0.25739008,3.8004801,1.4978975,1.5269907,12.528001,10.145166,8.4072027,65.339149,45.920544,54.806202,19.746058,5.2432075,1.8424847,5.0607243,0,258,16,0.59264278,1,1,4031.25,4031.25,4031.25,60,60,60,3.081087213554284,0.2819060400193703,-2.126465434653753,1,1,-0.82069224,-0.07508976,0.56641489,3.7542541,3.081087213554284,0.2819060400193703,-2.126465434653753
61,0.19154942,0.13250732,0.11649563,0.47831032,-0.69910818,0.51855171,0.37439352,1.5565268,1.5827662,38.910473,7.4532785,5.1559224,48.1875,39.078125,19.171875,16.838903,5.4060907,1.0294433,2.7423084,0,160,17,0.01013102,1,1,2500,2500,2500,61,61,61,-0.22465576650524,-0.9223966055384594,1.348193869181166,1,1,0.1362448,0.55939692,-0.81762606,1.6489125,-0.22465576650524,-0.9223966055384594,1.348193869181166
62,0.50491863,0.4799464,-0.60483009,-0.029760445,-0.53952181,0.58498806,1.7474632,1.6955545,2.3478451,11.354587,5.7331419,5.4495931,34.625,39.46875,12.96875,13.365047,2.032141,1.4088013,5.5481515,0,80,16,0.42117849,1,0,1250,1250,1250,62,62,62,0.1984668338194879,1.047721517169698,0.7579247604741397,1,1,-0.15170223,-0.80084759,-0.57933545,1.3082658,0.1984668338194879,1.047721517169698,0.7579247604741397
63,0.84679341,0.51241189,-0.35441992,0.37611923,0.72195947,0.4601036,2.9590936,2.4890695,3.8242493,11.355038,9.6153708,5.8184562,13.269231,37.147434,39.583332,16.697393,1.9386441,0.53646958,0.076985739,0,156,15,0.64486319,1,0,2437.5,2437.5,2437.5,63,63,63,0.3075398819136357,0.4130864579197873,1.584507956535475,1,1,-0.18458678,-0.24793629,-0.95102859,1.6660992,0.3075398819136357,0.4130864579197873,1.584507956535475
64,0.12145487,0.041237615,0.017004769,-0.61308628,-0.77870268,0.1321297,0.035805427,0.10886161,0.014368595,38.987553,4.7352281,1.6077536,42.663044,7.9891305,33.75,8.8209715,3.0012434,1.3205196,6.0873775,0,23,9,0.0020176899,1,1,359.375,359.375,359.375,64,64,64,-0.1286975857980153,4.640035226871248,5.893473223822923,1,1,0.017155178,-0.61850911,-0.78559035,7.5019674,-0.1286975857980153,4.640035226871248,5.893473223822923
65,0.77046371,0.71755725,0.84346068,-0.38227174,0.28915691,0.2425504,0.1226541,0.11276919,5.6934738,11.472386,8.839057,8.2320948,7.5883837,43.863636,52.272728,18.078493,1.8432364,2.3675852,2.6942904,0,198,17,0.54216599,1,1,3093.75,3093.75,3093.75,65,65,65,-3.47746579084361,1.576050870073459,-1.192151929825528,1,1,0.86942267,-0.3940382,0.29805726,3.9997413,-3.47746579084361,1.576050870073459,-1.192151929825528
66,0.88297033,0.68184453,0.68944186,0.33373731,0.57130504,0.29478785,0.43954071,1.3715677,0.30575401,10.010261,8.8387632,6.8254414,43.839287,44,15.857142,16.105833,4.8687186,1.1374922,5.4457402,0,140,16,0.48357001,1,0,2187.5,2187.5,2187.5,66,66,66,1.424035066319973,-0.4226417677341168,-2.097723642021776,1,1,-0.55401343,0.16442658,0.81610847,2.5703981,1.424035066319973,-0.4226417677341168,-2.097723642021776
67,0.89401376,0.55959713,0.37613043,-0.29097584,0.87184191,0.11726318,0.54700953,1.59851,2.3993871,9.8585281,8.8136597,5.5168042,34.846493,5.9210525,16.052631,15.039802,1.0460573,0.99116218,2.3629315,0,114,18,0.54941624,1,1,1781.25,1781.25,1781.25,67,67,67,-3.207573806234279,2.481390493271249,-7.434913359629149,1,1,0.37874344,-0.29299727,0.87789863,8.4689884,-3.207573806234279,2.481390493271249,-7.434913359629149
68,0.86070043,0.51387352,-0.011763476,0.45892078,0.76621008,0.44963923,0.52953333,1.1129106,0.11727272,10.986355,9.4559603,5.6455975,36.976952,8.0939713,33.537235,16.144089,3.6979034,0.95389956,0.50505608,0,141,16,0.57997131,1,1,2203.125,2203.125,2203.125,68,68,68,0.02616203063558786,-1.020642229232259,-1.704055369361548,1,1,-0.013169883,0.51378804,0.85781604,1.9865044,0.02616203063558786,-1.020642229232259,-1.704055369361548
69,0.85422671,0.58171296,-0.64374822,-0.75639778,0.070119672,0.092379048,1.1332468,1.6948878,1.7773817,9.0614185,7.7405057,5.2711444,22.42647,49.632355,39.39706,13.637877,5.3862281,0.93968189,0.27298564,0,85,17,0.463873,1,0,1328.125,1328.125,1328.125,69,69,69,0.4448113818507409,-0.2945972212637571,-0.3225185143146518,1,1,-0.71349239,0.47254384,0.51733053,0.62342834,0.4448113818507409,-0.2945972212637571,-0.3225185143146518
70,0.91652656,0.66709411,0.2393712,-0.61762059,0.38421139,0.643139,1.9293654,2.6615136,5.5321984,8.5331039,7.820816,5.6923838,28.441011,53.918541,7.9353933,13.848535,1.0720588,2.1967189,5.5410256,0,89,13,0.5097304,1,0,1390.625,1390.625,1390.625,70,70,70,1.222033147159237,1.56264232621561,0.1664619740571531,1,1,-0.61386806,-0.78496742,-0.083619408,1.9907098,1.222033147159237,1.56264232621561,0.1664619740571531
71,0.11563455,0.10625608,-0.65369719,-0.4323408,-0.62108856,0.0032220539,6.2706881,1.9370649,0.041418992,41.467976,4.7951307,4.4062243,26.281645,51.756329,22.484177,13.309125,2.1499407,1.8013096,0.98127645,0,79,14,0.0043042125,1,1,1234.375,1234.375,1234.375,71,71,71,202.8818472493513,134.181542895999,192.7614111991952,1,1,-0.65370059,-0.43234304,-0.62109178,310.35898,202.8818472493513,134.181542895999,192.7614111991952
72,0.73191655,0.63877779,0.070690371,-0.55704403,0.56029731,0.60891026,5.2039709,0.90575945,1.9724782,8.8879137,6.5052109,5.677402,52.435898,39.615383,54.134617,13.25273,3.9781435,2.1815536,4.8476825,0,78,11,0.54711139,1,0,1218.75,1218.75,1218.75,72,72,72,-5.904818058631918,2.742235570333378,3.238736302992947,1,1,0.81203848,-0.37711591,-0.44539535,7.2715988,-5.904818058631918,2.742235570333378,3.238736302992947
73,0.68397349,0.14843777,0.43379143,-0.7280457,0.52212608,0.09570168,1.5189346,1.5617929,1.3364124,26.846504,18.362297,3.9850352,51.576923,10.384615,15.346154,15.712849,0.71862775,2.0224469,2.7855251,0,130,15,0.00091653224,1,1,2031.25,2031.25,2031.25,73,73,73,-4.532745132701251,7.607447637847315,-5.455765334209786,1,1,0.4357917,-0.73140281,0.52453363,10.401174,-4.532745132701251,7.607447637847315,-5.455765334209786
74,0.81006372,0.5490638,0.028570436,0.73489553,0.017408457,0.67735463,4.415484,1.5519042,2.4110188,5.9965601,4.8575959,3.2924943,54.671051,40.592106,28.75,8.276722,3.7856662,1.7852159,0.9328472,0,19,4,0.22038485,1,0,296.875,296.875,296.875,74,74,74,-0.2517965824194732,-1.731766879346083,-0.9938941047839194,1,1,0.12511496,0.86049598,0.49385509,2.0125217,-0.2517965824194732,-1.731766879346083,-0.9938941047839194
75,0.14613499,0.13963704,-0.62630367,0.072056495,0.38482538,0.67413723,0.012226255,2.2313225,6.2538271,40.596512,5.9325705,5.668776,51.480495,25.91312,64.388298,16.144089,5.6499352,1.3642272,5.8790288,0,141,16,0.0084849251,1,1,2203.125,2203.125,2203.125,75,75,75,0.9290447129558288,-0.1068869736460627,-0.5708413340518064,1,1,-0.84795356,0.097557403,0.52101576,1.0956316,0.9290447129558288,-0.1068869736460627,-0.5708413340518064
76,0.15840061,0.14408357,-0.84351736,0.33867797,0.28439972,0.30478266,1.7036989,1.5831739,1.5466584,42.835258,6.7851315,6.1718569,58.454433,28.392857,23.565271,18.229406,5.1505642,2.2816074,5.9141736,0,203,21,0.013404774,1,1,3171.875,3171.875,3171.875,76,76,76,2.767602732949356,-1.111211395109358,-0.9331230541083642,1,1,-0.88565511,0.35559657,0.29860687,3.1249216,2.767602732949356,-1.111211395109358,-0.9331230541083642
77,0.91310412,0.63435626,0.54192036,-0.76457739,-0.06097177,0.34354934,4.3066039,1.0281554,1.9604964,9.7108526,8.8670197,6.1601405,24.21748,17.184959,34.969513,15.425605,4.552496,1.880602,4.7357936,0,123,16,0.48423293,1,0,1921.875,1921.875,1921.875,77,77,77,-20.00778819601692,1.838841450539917,14.63056623272155,1,1,0.80499649,-0.073984236,-0.5886485,24.854504,-20.00778819601692,1.838841450539917,14.63056623272155
78,0.22525412,0.14857674,0.21047235,0.27296707,-0.84599149,0.4068031,4.7431221,0.55353355,3.2026286,30.198296,6.8022904,4.486764,33.157215,61.353092,60.682991,14.251625,5.1781268,0.70381224,3.3502142,0,97,16,0.0093252603,1,1,1515.625,1515.625,1515.625,78,78,78,-0.5173814956168705,-0.6710056253815893,2.079609826655897,1,1,0.23039813,0.29880938,-0.92608303,2.2455976,-0.5173814956168705,-0.6710056253815893,2.079609826655897
79,0.70337582,0.4732717,0.345595,-0.50411332,0.28046978,0.74011528,3.1561108,1.814467,0.1507595,14.271029,10.037896,6.7540741,5.5015922,13.893312,61.472931,16.732996,1.8095257,1.3151531,3.7491941,0,157,13,0.081252523,1,1,2453.125,2453.125,2453.125,79,79,79,-0.4669475398484053,0.6811281724283873,-0.3789542017305578,1,1,0.51391113,-0.74963313,0.4170678,0.90861535,-0.4669475398484053,0.6811281724283873,-0.3789542017305578
80,0.9526546,0.79813617,-0.40916464,-0.40369147,0.073721908,0.81497395,4.3219047,1.257851,2.2551749,8.6349735,8.2261477,6.8918848,38.283897,53.305084,45.487289,15.213688,1.1083679,1.3344946,1.0585058,0,118,21,0.58760971,1,0,1843.75,1843.75,1843.75,80,80,80,1.681716886734932,0.04193569306023015,1.886788429109629,1,1,-0.66528207,-0.016589632,-0.74640775,2.5278254,1.681716886734932,0.04193569306023015,1.886788429109629
81,0.23051901,0.15674645,0.576828,0.21337882,-0.65854371,0.43365771,4.715868,0.61105162,6.2287011,35.501316,8.1837282,5.5647054,39.389881,56.875,49.50893,17.115,4.4843621,1.3248464,3.7757473,0,168,20,0.0087502021,1,1,2625,2625,2625,81,81,81,-1.330146125284699,-0.4920443936405938,1.518579758961849,1,1,0.64015353,0.23680402,-0.73084015,2.0778549,-1.330146125284699,-0.4920443936405938,1.518579758961849
82,0.83539814,0.55614287,-0.59584975,-0.45789149,0.63142288,0.19132067,3.0855803,1.7349775,1.8349543,10.883694,9.0922174,6.0528889,64.667267,35.494606,55.206833,16.067392,5.6618114,1.7005634,4.3513789,0,139,16,0.48605645,1,1,2171.875,2171.875,2171.875,82,82,82,3.114404219279322,2.393319872521147,-3.300338160574256,1,1,-0.60706371,-0.46650901,0.6433062,5.1302757,3.114404219279322,2.393319872521147,-3.300338160574256
83,0.57898331,0.46225643,0.82094979,0.33207381,-0.17831321,0.42892054,5.3710427,0.58068079,4.3927698,5.616466,3.2518401,2.5962477,2.5,53.25,32.75,6.6825233,3.919961,2.1754329,3.1512024,0,10,5,0.30127609,1,1,156.25,156.25,156.25,83,83,83,-1.913990466691985,-0.7742082438984426,0.4157255232250918,1,1,0.9087916,0.36760578,-0.19739276,2.1060829,-1.913990466691985,-0.7742082438984426,0.4157255232250918
84,0.12574872,0.055780027,-0.20806447,0.50628173,0.46724504,0.69431263,3.1465862,1.7119933,6.2812033,43.623631,5.4856157,2.4333272,42.860168,27.817797,40.360168,12.075111,4.5099654,1.1584327,0.5885253,0,59,12,0.0077118049,1,1,921.875,921.875,921.875,84,84,84,0.2996697048146402,-0.7291841127609189,-0.6729605764950719,1,1,-0.28910953,0.70348811,0.64924586,1.0365266,0.2996697048146402,-0.7291841127609189,-0.6729605764950719
85,0.21365231,0.14619319,-0.25553367,0.66283202,0.43421489,0.55390769,4.6727214,0.46214131,3.1824682,32.73037,6.9929194,4.7849574,58.492062,59.126984,37.48016,15.55001,4.4154949,1.580084,0.53798246,0,126,16,0.014557166,1,1,1968.75,1968.75,1968.75,85,85,85,0.4613289719729039,-1.196647040087896,-0.7839120577170036,1,1,-0.30691856,0.79611993,0.52153057,1.503099,0.4613289719729039,-1.196647040087896,-0.7839120577170036
86,0.88977277,0.55757523,-0.29746878,-0.55245101,0.60115683,0.49489462,0.18350001,1.201169,3.453347,7.2419882,6.4437242,4.0379534,6.0119047,38.392857,14.761905,10.781775,0.1948158,1.3565404,4.3242774,0,42,7,0.39730456,1,1,656.25,656.25,656.25,86,86,86,0.6010750239281606,1.116300397421128,-1.214716918583463,1,1,-0.3423301,-0.63576627,0.6918174,1.7558346,0.6010750239281606,1.116300397421128,-1.214716918583463
87,0.92938018,0.81162059,0.31526923,0.81121129,-0.48034739,0.10866451,5.3712859,0.97188532,1.8586076,8.5621939,7.9575334,6.9492531,58.861607,28.973215,45.9375,14.95133,0.95317996,1.1924226,3.8423166,0,112,17,0.53485817,1,0,1750,1750,1750,87,87,87,-0.1160932327621822,0.9148211488536617,-0.9201639600178169,1,1,0.089116089,-0.70223975,0.70634103,1.3027191,-0.1160932327621822,0.9148211488536617,-0.9201639600178169
88,0.14123771,0.11955341,0.2513707,-0.52681541,0.37899426,0.71808195,3.1400628,1.6885048,3.1563148,34.588711,4.8852301,4.1351986,15.183824,57.830883,58.125,12.660284,1.5303693,1.2465899,3.7815576,0,68,13,0.0063041202,1,1,1062.5,1062.5,1062.5,88,88,88,-0.3500584836114484,0.7336424454830421,-0.5277868908194634,1,1,0.36118627,-0.75696373,0.54456437,0.96919101,-0.3500584836114484,0.7336424454830421,-0.5277868908194634
89,0.71309972,0.62795126,-0.4017435,0.79984289,0.43994445,0.072817735,4.3084488,0.75232512,5.4587855,10.626533,7.5777774,6.6729445,37.826923,17.288462,44.076923,15.712849,1.3132794,1.0205663,1.6972885,0,130,15,0.59857559,1,0,2031.25,2031.25,2031.25,89,89,89,8.39288533563365,-1.631571401614281,15.24244488863269,1,1,-0.48023316,0.093357012,-0.87215865,17.476688,8.39288533563365,-1.631571401614281,15.24244488863269
90,0.82497513,0.18766236,-0.31033456,-0.81481057,-0.3432276,0.34924343,0.80399501,0.025468662,1.3982543,25.123039,20.725882,4.7146492,58.533333,60.666668,30.866667,16.48052,1.9836028,2.1181715,5.8530045,0,150,15,0.00061509392,1,1,2343.75,2343.75,2343.75,90,90,90,0.8885910253844571,2.333073444745324,0.982774675599309,1,1,-0.33118886,-0.86956531,-0.36629227,2.6830342,0.8885910253844571,2.333073444745324,0.982774675599309
91,0.18049188,0.13263468,0.72203398,-0.53724444,-0.27738103,0.33629614,4.7292933,2.0327206,3.1838403,41.548691,7.4992018,5.5107975,19.101563,49.83073,13.268229,17.894005,3.1915851,2.239449,4.4709764,0,192,21,0.012624862,1,1,3000,3000,3000,91,91,91,-2.147018579277187,1.597533953812217,0.8248118102529247,1,1,0.76668882,-0.57047081,-0.29453588,2.8003781,-2.147018579277187,1.597533953812217,0.8248118102529247
92,0.80327559,0.58409524,-0.35666609,-0.80773675,-0.035845466,0.46804458,0.8311193,1.5837479,6.0650344,12.903893,10.365382,7.5371027,44.450836,23.383892,18.174686,19.248924,1.2748064,1.2271634,3.0982432,0,239,16,0.54087073,1,0,3734.375,3734.375,3734.375,92,92,92,-0.7467407912495361,0.963998671658274,-1.413467373819913,1,1,0.40001899,-0.51640111,0.75717545,1.8667634,-0.7467407912495361,0.963998671658274,-1.413467373819913
93,0.6683439,0.63767785,-0.060113512,0.36987141,0.92697704,0.017177876,4.3968344,2.0053079,3.5198097,9.4102621,6.2892914,6.0007157,28.871952,58.32317,52.743904,13.475507,3.0772099,1.5273851,1.1208534,0,82,17,0.4739078,1,0,1281.25,1281.25,1281.25,93,93,93,-1.061088799705345,-1.575825959652633,-1.713652178235037,1,1,0.41473657,0.61592644,0.66979712,2.5584645,-1.061088799705345,-1.575825959652633,-1.713652178235037
94,0.79981369,0.64737391,0.69124931,0.20253767,-0.52779227,0.45009801,3.1904528,1.5296617,0.25813457,11.107887,8.8842402,7.1909566,14.044118,13.852942,48.308823,17.18265,6.1439137,1.7340618,1.8254708,0,170,15,0.56978303,1,0,2656.25,2656.25,2656.25,94,94,94,0.9831853222938491,-1.47342887961031,1.12261438443511,1,1,-0.46882665,0.70259666,-0.53531265,2.0971191,0.9831853222938491,-1.47342887961031,1.12261438443511
95,0.78289795,0.67072594,0.84291339,0.0071669291,0.27388972,0.46306595,0.4834643,1.9030316,5.9134884,9.315793,7.2933149,6.2483439,56.301022,15.127551,50.408165,14.300432,3.9471967,1.0238553,3.7321768,0,98,15,0.47341105,1,0,1531.25,1531.25,1531.25,95,95,95,-0.7292404736663016,-0.07870408814513841,0.8390358622735761,1,1,0.65435845,0.070622362,-0.7528795,1.1144358,-0.7292404736663016,-0.07870408814513841,0.8390358622735761
96,0.6517204,0.6322127,0.20395839,0.61444527,-0.0099737579,0.76207513,3.5849004,1.787312,0.46742806,11.462018,7.4700308,7.2464333,29.219799,38.129196,40.394295,16.443815,4.4655766,1.7354692,3.1443555,0,149,18,0.576832,1,0,2328.125,2328.125,2328.125,96,96,96,-1.182434205770257,-0.9188503421713037,0.781524277870254,1,1,0.70001858,0.54397303,-0.46267396,1.6891469,-1.182434205770257,-0.9188503421713037,0.781524277870254
97,0.1227484,0.10584962,-0.65871292,0.33030799,-0.54845923,0.39520442,1.5740219,1.8645369,3.1199195,38.487106,4.7242308,4.0738454,24.56081,52.567566,20.270269,13.022201,0.481594,1.6569147,1.4111991,0,74,8,0.0071872757,1,1,1156.25,1156.25,1156.25,97,97,97,1.666765138535681,-0.8357902220184528,1.387786091118016,1,1,-0.71708882,0.35958025,-0.59706426,2.3243496,1.666765138535681,-0.8357902220184528,1.387786091118016
98,0.9774245,0.65081543,0.21634662,0.27623239,0.88384527,0.30936599,0.57231706,1.7473385,1.6314096,7.8658857,7.6883097,5.1192398,48.035713,30,57.5,12.783208,4.0292015,2.0078666,0.82368606,0,70,13,0.42680308,1,0,1093.75,1093.75,1093.75,98,98,98,0.06649259222409221,-2.079696861444972,-0.8685212289389312,1,1,-0.029490031,0.92236328,0.38519657,2.2547481,0.06649259222409221,-2.079696861444972,-0.8685212289389312
99,0.7656616,0.53881592,-0.35666609,-0.80773675,-0.035845466,0.46804458,1.279889,1.7984395,5.6116776,8.5885277,6.5759058,4.627635,39.75,59.875,58.625,12.142951,5.8389134,1.8836695,5.0624337,0,60,10,0.46051753,1,0,937.5,937.5,937.5,99,99,99,1.890323850923536,0.7731402881723497,-1.098962900965169,1,1,-0.81506819,-0.33336195,0.47384986,2.3192217,1.890323850923536,0.7731402881723497,-1.098962900965169
100,0.78466874,0.49826992,0.75955135,0.30542484,-0.14084533,0.55674052,2.2507811,2.9917207,2.1581359,9.652627,7.5741148,4.8096137,8.28125,44.9375,60.9375,13.365047,3.7717018,1.9181441,3.00705,0,80,10,0.44021967,1,1,1250,1250,1250,100,100,100,-1.364282612943413,-0.5485946087713245,0.2529820143704065,1,1,0.91436589,0.36767763,-0.16955294,1.4920533,-1.364282612943413,-0.5485946087713245,0.2529820143704065
101,0.15765436,0.10621692,-0.52798945,0.51915914,0.6636309,0.10627793,3.1319537,2.1694515,6.2797632,45.767899,7.2155089,4.8613253,40.303253,20.362427,45.392014,17.148891,4.0942211,1.6675453,5.6481524,0,169,23,0.0093363449,1,1,2640.625,2640.625,2640.625,101,101,101,4.968006989006426,-4.884919927940246,-6.244297233683938,1,1,-0.53099674,0.52211612,0.66741079,9.3560028,4.968006989006426,-4.884919927940246,-6.244297233683938
102,0.11388721,0.10371251,0.45913479,0.62427866,0.25240752,0.57944965,4.7419858,1.7887439,3.1265495,44.270954,5.0418954,4.5914521,24.785353,30.492424,34.861111,14.348909,3.6674423,1.7732333,1.7941163,0,99,20,0.0060746274,1,1,1546.875,1546.875,1546.875,102,102,102,-0.7923635479062341,-1.077364831068735,-0.4355986840514561,1,1,0.56335002,0.76597857,0.30969942,1.4065208,-0.7923635479062341,-1.077364831068735,-0.4355986840514561
103,0.71935821,0.55324697,-0.17229006,0.54230869,-0.48375604,0.66497934,5.4132404,0.78295934,4.4880238,10.008182,7.1994672,5.5369959,16.820652,62.934784,49.809784,14.002419,1.5759983,1.94293,4.5786152,0,92,11,0.47092026,1,0,1437.5,1437.5,1437.5,103,103,103,-0.101844569327838,1.463285283353684,-0.06437460364141323,1,1,0.069365203,-0.99662733,0.043844827,1.4682372,-0.101844569327838,1.463285283353684,-0.06437460364141323
104,0.14952233,0.12154029,0.12186145,0.22097723,0.44236103,0.86060184,4.6231008,2.9347684,0.071215518,38.423008,5.7450976,4.6699433,15.475,19.9,58.575001,14.39706,3.7336254,0.51021874,1.599969,0,100,15,0.0062037674,1,1,1562.5,1562.5,1562.5,104,104,104,-0.141600244272869,-0.2567705430571081,-0.5140135224524016,1,1,0.23928259,0.43390265,0.86860365,0.59176993,-0.141600244272869,-0.2567705430571081,-0.5140135224524016
105,0.17400593,0.12161602,-0.24135348,-0.46910232,-0.71045703,0.46577066,6.2215681,0.75280672,0.045313146,36.450573,6.3426151,4.4329734,16.726191,12.654762,9.7738094,14.63312,2.0861146,1.1114268,6.1780691,0,105,12,0.0081519727,1,1,1640.625,1640.625,1640.625,105,105,105,0.5181810142769159,1.007153128596869,1.525336804044812,1,1,-0.27274492,-0.53011572,-0.80286205,1.8998741,0.5181810142769159,1.007153128596869,1.525336804044812
106,0.61051559,0.48648283,0.75504428,0.37647772,-0.14075162,0.51803625,0.30890673,1.2325419,6.1819754,11.033387,6.7360549,5.3675532,12.111111,34.166668,48.972221,13.900208,3.8694308,2.0082726,2.94435,0,90,11,0.42210004,1,1,1406.25,1406.25,1406.25,106,106,106,-1.457512193022481,-0.7267399842848903,0.2717022098282911,1,1,0.88272244,0.44014019,-0.16455275,1.6511557,-1.457512193022481,-0.7267399842848903,0.2717022098282911
107,0.9442659,0.17178065,0.10037705,-0.25110731,0.91276765,0.30614495,0.61845213,3.0568326,0.9331491,26.959332,25.456778,4.6310911,16.73077,54.175823,64.10714,17.577791,0.70389223,0.54767179,3.0849245,0,182,18,0.00044465714,1,1,2843.75,2843.75,2843.75,107,107,107,-0.3278742020461767,0.8202233672827504,-2.981487954462125,1,1,0.10543976,-0.26377237,0.95880485,3.1095879,-0.3278742020461767,0.8202233672827504,-2.981487954462125
108,0.28335157,0.22162567,-0.073150918,0.068793394,0.15782344,0.98234826,6.2775192,1.036263,6.2672539,26.680614,7.5599947,5.9131093,10.416667,19.457546,30.636793,16.803749,5.3691783,0.2011732,0.59541076,0,159,20,0.030407166,1,1,2484.375,2484.375,2484.375,108,108,108,0.07446536201557441,-0.07002952814645358,-0.1606593593197925,1,1,-0.39105377,0.36775905,0.84370029,0.19042231,0.07446536201557441,-0.07002952814645358,-0.1606593593197925
109,0.15617786,0.097093374,0.9763431,0.048989911,-0.21022427,0.012650229,1.5217305,2.2625957,3.162174,41.426662,6.4699278,4.0222545,49.220085,50.566238,24.369658,15.170589,4.7024212,2.717206,4.6021514,0,117,14,0.010873032,1,1,1828.125,1828.125,1828.125,109,109,109,-77.17988142913327,-3.872650559474494,16.61821979038075,1,1,0.97642124,0.048993833,-0.21024109,79.043633,-77.17988142913327,-3.872650559474494,16.61821979038075
110,0.76750594,0.50430167,-0.31833565,-0.8197763,-0.45075774,0.15312295,0.39646032,1.1053258,2.3950267,12.534879,9.620594,6.3213601,62.37022,31.23634,21.728142,17.609926,2.4437249,2.1492641,0.042926539,0,183,22,0.57577127,1,1,2859.375,2859.375,2859.375,110,110,110,2.078954572183306,5.353712474536337,2.943763232158631,1,1,-0.32213455,-0.82955915,-0.45613688,6.4536839,2.078954572183306,5.353712474536337,2.943763232158631
111,0.34978229,0.30297908,0.44423175,0.31886691,0.72503179,0.41870156,1.4736267,2.8155942,3.0478165,18.839495,6.5897217,5.7079725,53.972221,6.9166665,19.083334,13.900208,2.7170718,1.1571355,1.4719343,0,90,11,0.023865946,1,1,1406.25,1406.25,1406.25,111,111,111,-1.060974612463347,-0.7615612392501916,-1.731619476532956,1,1,0.48917523,0.35112706,0.79838419,2.168905,-1.060974612463347,-0.7615612392501916,-1.731619476532956
112,0.81984764,0.75529504,0.3824403,0.79624212,-0.35025284,0.31154597,0.63410044,0.90126407,3.8512607,10.427911,8.5492973,7.8761492,57.247108,8.0563583,32.651733,17.283134,5.108439,2.1658149,2.8623846,0,173,18,0.65566128,1,1,2703.125,2703.125,2703.125,112,112,112,-1.227556634124198,-2.555777297195505,1.124241365432979,1,1,0.40247083,0.8379457,-0.36859754,3.0500512,-1.227556634124198,-2.555777297195505,1.124241365432979
113,0.40120468,0.33755371,-0.12658644,0.22407165,0.94732869,0.19062006,6.1025872,0.6640355,6.2015843,11.608996,4.6575837,3.9186599,27.5,43.75,4.0277777,10.241761,3.8543985,0.52057052,5.9675131,0,36,13,0.10225967,1,1,562.5,562.5,562.5,113,113,113,0.6640771934750376,-1.175488232708254,-4.969722116177081,1,1,-0.12895089,0.22825699,0.96502352,5.1498456,0.6640771934750376,-1.175488232708254,-4.969722116177081
114,0.77352226,0.49020511,0.4042823,0.33421156,-0.75421971,0.39498234,5.9548073,1.0662863,6.0477047,10.134969,7.8396239,4.9682136,11.909341,24.326923,50.1511,13.951502,4.1044021,1.1571004,6.1131172,0,91,11,0.47019076,1,0,1421.875,1421.875,1421.875,114,114,114,0.9077875343323143,-1.427438593088397,-2.389360992055686,1,1,-0.31008157,0.4875837,0.81615663,2.9275765,0.9077875343323143,-1.427438593088397,-2.389360992055686
115,0.82774085,0.66100484,-0.90538573,0.27519688,0.32216397,0.027454425,3.5616663,1.7735535,0.30517265,10.68146,8.8414812,7.0604973,49.853897,45.081169,28.003246,16.625731,2.4149172,2.3050895,1.8747795,0,154,17,0.47457588,1,0,2406.25,2406.25,2406.25,115,115,115,-3.992869406875116,-1.105355136364778,-1.546311458482649,1,1,0.90291369,0.24995565,0.34966978,4.422205,-3.992869406875116,-1.105355136364778,-1.546311458482649
