245
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3,featids,featids_conv,orientations_0,orientations_1,orientations_2,orientations_3,orientations_4,phases_conv,rvec_0,rvec_1,rvec_2,rvec_3,rvec_comp1,rvec_comp2,rvec_comp3
21,0.85881299,0.6558522,0.80446708,-0.37359968,-0.44124249,0.13623905,2.2466416,2.2102759,5.8989024,8.5399914,7.3342557,5.6009722,8.9398737,21.376583,58.528481,13.309125,2.8335683,0.41221985,0.37486717,0,79,11,0.41822317,1,0,1234.375,1234.375,1234.375,21,21,21,-2.095151788521434,-5.895784266467672,-29.909730818752,1,1,0.068564937,0.19294262,0.97881156,30.55719,-2.095151788521434,-5.895784266467672,-29.909730818752
22,0.71277267,0.47460833,-0.4618462,0.34848303,0.71655869,0.38961688,4.4934769,0.24010605,0.44787526,9.8312206,7.0074248,4.6659789,14.640411,8.2363014,28.852739,12.963276,4.5640054,1.2339468,5.8568106,0,73,10,0.43624195,1,1,1140.625,1140.625,1140.625,22,22,22,1.185385459780008,-0.8944247859114114,-1.83913645143366,1,1,-0.5014742,0.37838405,0.77804184,2.3638015,1.185385459780008,-0.8944247859114114,-1.83913645143366
23,0.82912272,0.69602066,-0.060113512,0.36987141,0.92697704,0.017177876,0.54193372,0.64875758,2.5925908,11.569014,9.5921326,8.0522728,18.693947,28.59305,25.117714,18.809422,6.0386739,2.1897554,5.2313457,0,223,25,0.69908667,1,0,3484.375,3484.375,3484.375,23,23,23,2.238097535214592,0.9559340154628799,-0.7573297613807881,1,1,-0.87809467,-0.37505093,0.29713058,2.5488112,2.238097535214592,0.9559340154628799,-0.7573297613807881
24,0.8938238,0.85385418,-0.17235133,0.57358694,-0.71332437,0.36395249,1.0634984,1.0264542,0.89927661,10.263608,9.1738567,8.7636242,39.863861,39.863861,52.636139,18.199423,5.3523712,1.7493584,2.2740119,0,202,25,0.63494378,1,0,3156.25,3156.25,3156.25,24,24,24,-0.04832157503667389,-1.527849505804113,0.7948597808083946,1,1,0.028046288,0.88677794,-0.46134394,1.7229223,-0.04832157503667389,-1.527849505804113,0.7948597808083946
25,0.72423232,0.1961368,0.85172755,-0.26274467,0.13987722,0.43123052,1.539591,3.0630982,2.9548991,23.623491,17.108896,4.6334362,63.592342,58.141891,58.502251,14.906699,2.5287106,2.2005544,3.1271553,0,111,12,0.00052835542,1,1,1734.375,1734.375,1734.375,25,25,25,-1.975109628035341,0.6092905464836917,-0.3243675907073751,1,1,0.94401252,-0.29121315,0.15503295,2.0922494,-1.975109628035341,0.6092905464836917,-0.3243675907073751
26,0.17821996,0.070963264,-0.89676172,0.40883309,-0.16335084,0.044614933,1.5524937,3.0818706,3.1049981,31.056261,5.5348454,2.2038536,58.146553,57.974136,45.215519,9.5295668,0.8764267,2.801285,1.7319247,0,29,8,0.0018987232,1,1,453.125,453.125,453.125,26,26,26,20.10002581197284,-9.16358855478876,3.661347058977782,1,1,-0.89765555,0.40924057,-0.16351365,22.391691,20.10002581197284,-9.16358855478876,3.661347058977782
27,0.81628495,0.71746856,-0.31614989,-0.36256677,0.078426845,0.87318027,1.720656,1.4769479,5.6885276,8.8810606,7.2494769,6.371882,7.771739,60.163044,45.54348,14.002419,4.8273592,2.3531353,0.94304872,0,92,14,0.40963763,1,0,1437.5,1437.5,1437.5,27,27,27,0.9017757276230327,-2.315645665780949,-0.2621584832099302,1,1,-0.36087948,0.92669272,0.10491258,2.4988279,0.9017757276230327,-2.315645665780949,-0.2621584832099302
28,0.74234456,0.42112318,-0.51797217,0.012451475,0.68035179,0.5183351,0.11353196,1.3272387,3.3192363,9.3245945,6.9220624,3.9268031,24.568182,50.06818,59.295456,11.795817,3.2038574,1.6925929,0.78853732,0,55,14,0.34749401,1,0,859.375,859.375,859.375,28,28,28,-0.9724997378556708,-2.55929281028466,-2.207182489649767,1,1,0.27653524,0.72774792,0.62762356,3.5167298,-0.9724997378556708,-2.55929281028466,-2.207182489649767
29,0.80087078,0.76292801,0.55807036,-0.10321674,-0.53595841,0.62502187,3.3336663,0.27473679,4.1860495,10.389463,8.3206167,7.9264121,39.716259,7.8450918,59.34816,16.943497,3.6675403,1.2070184,4.0333128,0,163,18,0.55013436,1,1,2546.875,2546.875,2546.875,29,29,29,-0.8928813814724919,0.1651410171149905,0.8575033152650491,1,1,0.71491832,-0.13222623,-0.68659157,1.2489278,-0.8928813814724919,0.1651410171149905,0.8575033152650491
30,0.93890905,0.58282357,-0.37005278,0.88414347,0.14796506,0.24383944,1.4057142,2.0008109,3.4252226,8.4038467,7.8904481,4.8979602,68.784721,13.298611,57.569443,12.903811,4.563364,2.5631175,0.62899238,0,72,13,0.38667336,1,1,1125,1125,1125,30,30,30,1.517608410481621,-3.625924684611448,-0.6068135070893987,1,1,-0.38157025,0.91166139,0.15257031,3.9772713,1.517608410481621,-3.625924684611448,-0.6068135070893987
31,0.85657412,0.5818969,-0.19638872,-0.0059945602,0.86825991,0.45554397,0.85506552,1.3754206,1.3931159,9.5222197,8.1564875,5.5409503,53.856384,15.079787,65.585106,14.10316,5.2260861,0.39553365,5.1650572,0,94,17,0.35906073,1,1,1468.75,1468.75,1468.75,31,31,31,0.4311081127310015,0.01315912396873642,-1.90598470537995,1,1,-0.22060861,-0.0067338469,0.97533917,1.9541763,0.4311081127310015,0.01315912396873642,-1.90598470537995
32,0.22405185,0.16328114,0.31659037,0.80978483,0.23543002,0.43427163,4.6206756,0.041176628,0.17101258,33.077644,7.4111075,5.4009562,12.980769,14.02972,45.043705,16.220062,3.8429253,2.1082633,1.446704,0,143,15,0.010614424,1,1,2234.375,2234.375,2234.375,32,32,32,-0.7290145828075794,-1.864696368234405,-0.5421261107124948,1,1,0.35146171,0.89897978,0.26136181,2.0742362,-0.7290145828075794,-1.864696368234405,-0.5421261107124948
33,0.862252,0.8192271,-0.25336942,0.34082663,-0.34270522,0.83797038,1.8574507,2.5882881,5.6327209,11.4065,9.8352776,9.3445139,15.904471,33.058945,12.317073,19.435043,5.7398663,0.87723178,1.3197504,0,246,19,0.51387048,1,1,3843.75,3843.75,3843.75,33,33,33,0.3023608519828827,-0.4067287545139564,0.4089705709785321,1,1,-0.46428823,0.62454969,-0.62799209,0.65123522,0.3023608519828827,-0.4067287545139564,0.4089705709785321
34,0.64936072,0.63349074,-0.27701473,-0.52156985,-0.79444009,0.14174862,0.06665501,2.1886537,2.8685067,11.000838,7.1435122,6.9689293,58.650002,7.23,45.91,15.508763,2.4767945,1.2635286,0.31166261,0,125,16,0.4473922,1,1,1953.125,1953.125,1953.125,34,34,34,1.954268021989549,3.679541703513706,5.604571932974068,1,1,-0.27984035,-0.52688998,-0.80254364,6.9835105,1.954268021989549,3.679541703513706,5.604571932974068
35,0.1665339,0.11915869,-0.66703862,-0.16152221,-0.0028887701,0.72729754,6.075007,1.577459,1.5705863,38.388332,6.3929586,4.5743032,9.4375,48.5,53.833332,15.299159,0.24154696,1.5128237,6.049582,0,120,17,0.010079374,1,1,1875,1875,1875,35,35,35,0.917146786312184,0.2220854477573608,0.003971923422736695,1,1,-0.97190291,-0.23534454,-0.0042090579,0.94366091,0.917146786312184,0.2220854477573608,0.003971923422736695
36,0.7251904,0.50074404,0.21238098,-0.26032892,-0.52125913,0.78448212,4.5379815,1.1001601,0.74369907,10.666446,7.7352037,5.3411593,20.292055,27.908878,63.095795,14.725445,2.8415835,0.68527293,4.6145525,0,107,15,0.60945392,1,1,1671.875,1671.875,1671.875,36,36,36,-0.2707276230944515,0.3318481206166375,0.6644626767243906,1,1,0.34246629,-0.41978279,-0.8405351,0.79052341,-0.2707276230944515,0.3318481206166375,0.6644626767243906
37,0.81913382,0.78522378,0.028570436,0.73489553,0.017408457,0.67735463,1.3628621,1.6354736,5.8454475,8.7195759,7.142499,6.8468184,38.131187,53.551979,23.948019,14.444891,2.3630407,2.4287603,4.2714391,0,101,15,0.53838408,1,0,1578.125,1578.125,1578.125,37,37,37,-1.577416481805287,2.225524305724065,0.1774760205879478,1,1,0.57704228,-0.81412971,-0.064923353,2.7336237,-1.577416481805287,2.225524305724065,0.1774760205879478
38,0.61503828,0.46345225,0.74814379,0.26164362,0.21316156,0.5713017,3.0624235,1.8977226,1.4526919,10.579554,6.5068307,4.9031181,60.95779,59.561687,60.56818,13.19585,3.1209037,1.8300437,2.4480464,0,77,13,0.44623545,1,1,1203.125,1203.125,1203.125,38,38,38,-1.309542381868368,-0.4579780344951985,-0.3731155722779604,1,1,0.91154766,0.31878984,0.25971869,1.4366143,-1.309542381868368,-0.4579780344951985,-0.3731155722779604
39,0.69511294,0.35419396,-0.35666609,-0.80773675,-0.035845466,0.46804458,4.220387,1.4698601,4.1727619,11.073501,7.6973338,3.9221671,53.205128,24.51923,58.910255,13.25273,2.1304204,1.4110419,4.9318538,0,78,13,0.49931324,1,0,1218.75,1218.75,1218.75,39,39,39,-0.1558471049083021,0.9074657326830859,0.4105223884767639,1,1,0.15459143,-0.90015417,-0.40721476,1.0081226,-0.1558471049083021,0.9074657326830859,0.4105223884767639
40,0.62940794,0.54750383,0.028570436,0.73489553,0.017408457,0.67735463,1.4383767,1.4249227,0.83193552,10.509789,6.6149445,5.7541499,26.47472,37.598316,12.626405,13.848535,6.103292,1.2843072,2.3779054,0,89,13,0.39364114,1,0,1390.625,1390.625,1390.625,40,40,40,0.4735545063358586,-1.575994065988198,1.959938379877713,1,1,-0.18504196,0.61582148,-0.76584816,2.5591736,0.4735545063358586,-1.575994065988198,1.959938379877713
41,0.92201453,0.66194195,0.1288549,0.080357134,-0.89507341,0.41926455,4.0396085,1.7215385,1.0647645,9.3307133,8.6030531,6.1763902,61.336956,24.98913,58.684784,15.08365,2.1529019,0.97872347,4.9036427,0,115,13,0.48488134,1,0,1796.875,1796.875,1796.875,41,41,41,-0.1116608358867248,0.564079201010987,0.407178671502308,1,1,0.15847619,-0.80057722,-0.57789397,0.70459062,-0.1116608358867248,0.564079201010987,0.407178671502308
42,0.86694634,0.53653747,-0.90538573,0.27519688,0.32216397,0.027454425,3.8778162,2.106375,0.076588348,7.2687187,6.301589,3.89994,26.762821,42.78846,27.147436,10.518699,6.2553096,1.1070294,5.8306985,0,39,11,0.35822061,1,0,609.375,609.375,609.375,42,42,42,0.6219296879759639,0.1340593817530156,-0.2449088242359654,1,1,-0.91228843,-0.19664735,0.35924879,0.68172485,0.6219296879759639,0.1340593817530156,-0.2449088242359654
43,0.86926419,0.54585254,-0.51797217,0.012451475,0.68035179,0.5183351,4.3375421,1.4164575,4.1939178,5.7043099,4.9585524,3.1137121,30.416666,37.5,55.694443,8.128891,2.9690173,1.2442605,1.6530129,0,18,6,0.25753587,1,0,281.25,281.25,281.25,43,43,43,-0.8412850526925482,-0.6502365796683627,-1.094701648253498,1,1,0.55126959,0.42608109,0.7173261,1.5260864,-0.8412850526925482,-0.6502365796683627,-1.094701648253498
44,0.16918233,0.14135425,-0.59255701,-0.13841575,-0.79101878,0.063297845,1.5894287,0.96881723,3.1179905,34.954468,5.9136786,4.9409628,16.839622,56.957546,29.764151,14.679427,1.7204218,1.3083596,1.26147,0,106,16,0.00869615,1,1,1656.25,1656.25,1656.25,44,44,44,9.361414929254352,2.186738645070022,12.49678061013833,1,1,-0.59374762,-0.13869387,-0.79260814,15.766657,9.361414929254352,2.186738645070022,12.49678061013833
45,0.93179584,0.60739714,-0.026957687,0.84315884,0.35211927,0.40542388,0.52509719,1.5543288,6.1495485,9.5431404,8.8922586,5.7964764,50.663044,17.554348,39.902172,15.08365,6.2561421,1.1956053,0.087431945,0,115,15,0.504439,1,0,1796.875,1796.875,1796.875,45,45,45,0.6801107072018837,-0.03897042919645544,0.03020354867416608,1,1,-0.99738252,0.057150144,-0.044293512,0.68189555,0.6801107072018837,-0.03897042919645544,0.03020354867416608
46,0.62892634,0.15751712,0.078922726,0.9148711,0.39579391,0.011367237,3.1881804,1.552655,1.4107955,22.762188,14.315739,3.5854342,65.317795,15.741526,12.902542,12.075111,3.0842514,2.3273728,0.11476567,0,59,10,0.00023717727,1,1,921.875,921.875,921.875,46,46,46,-6.942978945928587,-80.48291579677698,-34.8187276437543,1,1,0.078927822,0.91493022,0.39581949,87.966179,-6.942978945928587,-80.48291579677698,-34.8187276437543
47,0.80295581,0.49395633,-0.14862038,-0.018778296,-0.85856205,0.49033719,4.8587728,1.286122,0.31080657,7.5628352,6.0726223,3.7357104,22.84091,60.56818,60.265152,9.9489775,3.2010517,1.0245795,2.5708303,0,33,11,0.19013217,1,0,515.625,515.625,515.625,47,47,47,-0.5526404393142883,-0.1801452415445794,-0.2613708079178743,1,1,0.86713004,0.28266001,0.41010839,0.63732129,-0.5526404393142883,-0.1801452415445794,-0.2613708079178743
48,0.74103737,0.5271827,-0.56884283,0.41831422,0.6982792,0.11763142,3.4110026,1.5621938,5.8165703,8.3873529,6.2153425,4.4216671,24.086538,56.490383,43.60577,11.577326,3.0312524,2.1163318,2.3347833,0,52,11,0.42198238,1,0,812.5,812.5,812.5,48,48,48,-1.862559167815192,-0.6761631241911203,-0.4936750385629907,1,1,0.91209501,0.331117,0.24175261,2.0420671,-1.862559167815192,-0.6761631241911203,-0.4936750385629907
49,0.78926748,0.47046283,0.23201662,0.053980235,0.88077009,0.40926588,3.3532629,2.1689959,6.0057693,7.6730456,6.0560856,3.6098828,66.378204,35.929485,16.891026,10.518699,2.2343714,0.48105159,1.777191,0,39,6,0.49058673,1,1,609.375,609.375,609.375,49,49,49,-0.5669093433130001,-0.1318952920038186,-2.152073231863483,1,1,0.25428843,0.059161924,0.96531719,2.2293949,-0.5669093433130001,-0.1318952920038186,-2.152073231863483
50,0.71085024,0.59813857,-0.9254626,0.23665504,-0.28505588,0.079097703,4.8592496,1.071434,5.8342152,9.244833,6.571692,5.5296912,39.423077,41.282051,64.935898,13.25273,1.0497741,2.5409515,1.5504752,0,78,14,0.48724151,1,1,1218.75,1218.75,1218.75,50,50,50,11.70024296911151,-2.991932399070549,3.60384371236421,1,1,-0.92837131,0.23739885,-0.28595176,12.602978,11.70024296911151,-2.991932399070549,3.60384371236421
51,0.80761784,0.4873122,0.18399531,0.25879672,0.53881246,0.78028917,5.5738993,0.74512303,1.0046815,7.1364059,5.7634888,3.4776578,6.875,30.859375,16.40625,9.8474503,3.4900007,0.64626276,1.5845019,0,32,7,0.40471333,1,1,500,500,500,51,51,51,-0.2358040056038533,-0.3316677331674995,-0.6905292002982719,1,1,0.29419529,0.41379741,0.86152244,0.80152202,-0.2358040056038533,-0.3316677331674995,-0.6905292002982719
52,0.25488248,0.1662277,0.2231077,-0.1175498,-0.51101685,0.82174623,4.7337608,1.2929692,3.0874922,34.246048,8.7287188,5.6926417,35.110294,58.174019,13.84804,18.259289,3.2130203,0.50986582,4.1828513,0,204,18,0.017882762,1,1,3187.5,3187.5,3187.5,52,52,52,-0.2715043948800684,0.143048788099664,0.6218669800934435,1,1,0.39151752,-0.20628066,-0.89675093,0.69346678,-0.2715043948800684,0.143048788099664,0.6218669800934435
53,0.81450957,0.46045399,-0.24765,-0.010857864,-0.0053809024,0.96877378,3.5238917,1.758435,1.9799532,8.6443472,7.0409036,3.9803243,51.919643,6.6964288,64.151787,11.866879,0.049369812,0.50099903,6.2449241,0,56,11,0.47665307,1,1,875,875,875,53,53,53,0.2556324563417967,0.01120784360480132,0.005554344116199539,1,1,-0.99880493,-0.04379119,-0.021701885,0.25593832,0.2556324563417967,0.01120784360480132,0.005554344116199539
54,0.7431097,0.50963259,0.25035539,0.20885669,0.50519884,0.7990464,2.5915389,2.2268922,2.0375273,13.336375,9.9103899,6.7966514,10.657583,60.432465,25.68128,18.465794,3.2730689,0.66421306,1.8825217,0,211,21,0.51635873,1,1,3296.875,3296.875,3296.875,54,54,54,-0.3133176999079055,-0.261382404482271,-0.6322521549769462,1,1,0.41637814,0.34735963,0.84022057,0.75248355,-0.3133176999079055,-0.261382404482271,-0.6322521549769462
55,0.8534385,0.73353052,-0.51631588,0.15323827,0.76057684,0.36257255,6.2056689,0.75516063,4.4665036,12.867379,10.981517,9.4386148,49.189392,30.151516,33.78788,21.434423,5.6489305,1.2106247,1.8921123,0,330,32,0.66976649,1,0,5156.25,5156.25,5156.25,55,55,55,0.2590908257516329,-0.8155270497793339,0.7274752399290918,1,1,-0.23068534,0.72611654,-0.64771831,1.1231352,0.2590908257516329,-0.8155270497793339,0.7274752399290918
56,0.73133969,0.59323865,-0.35666609,-0.80773675,-0.035845466,0.46804458,4.1919136,0.59303159,5.4483356,11.259171,8.2342787,6.6793752,17.961409,24.20302,38.632549,16.443815,4.8782992,1.1192809,0.53120655,0,149,15,0.58243716,1,0,2328.125,2328.125,2328.125,56,56,56,0.3919465069538148,-0.5695394670360301,-0.4669255688893159,1,1,-0.46980429,0.682675,0.55967748,0.83427614,0.3919465069538148,-0.5695394670360301,-0.4669255688893159
