Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumCells,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,Volumes,Volumes_2,Volumes_3,featids,featids_conv,orientations_0,orientations_1,orientations_2,orientations_3,orientations_4,phases_conv,rvec_0,rvec_1,rvec_2,rvec_3,rvec_comp1,rvec_comp2,rvec_comp3,E11_shape,E11_loc,E11_scale,E12_shape,E12_loc,E12_scale,E13_shape,E13_loc,E13_scale,E22_shape,E22_loc,E22_scale,E23_shape,E23_loc,E23_scale,E33_shape,E33_loc,E33_scale,S11_shape,S11_loc,S11_scale,S12_shape,S12_loc,S12_scale,S13_shape,S13_loc,S13_scale,S22_shape,S22_loc,S22_scale,S23_shape,S23_loc,S23_scale,S33_shape,S33_loc,S33_scale
11,0.74870014,0.70480978,-0.35666609,-0.80773675,-0.035845466,0.46804458,3.8592739,1.9632398,0.11666947,11.336646,8.4877491,7.9901791,53.832874,47.051105,43.736187,17.545538,2.6196001,1.0753571,2.6813376,0,181,19,0.52225357,1,0,2828.125,2828.125,2828.125,11,11,11,-0.675881244309295,0.0208702507200595,-0.5348326271955557,1,1,0.78395152,-0.024207307,0.62034988,0.86214674,-0.675881244309295,0.0208702507200595,-0.5348326271955557,0.5801216429450415,-0.05075857326519336,0.002916472385883003,0.5776721054494441,0.007316523632872925,0.0040388298164043416,0.4812549123787837,0.02374359747237569,0.005235342997400192,0.48371184882662516,0.02359683664088398,0.003069941635012022,0.40044576090632417,0.005263936135226519,0.004844352010617213,0.5857249419038988,-0.04865496275138121,0.0027138293349135045,0.48973822033217446,-86.23716255624309,59.686148533960676,0.4471254868639612,-32.77145890878453,42.97846254426549,0.5646457467372323,-129.38337704419888,34.31015050091849,0.4223116194689485,1172.234164640884,70.21047109465405,0.3112317036943556,44.46272383425414,31.676116192787823,0.4211743002462405,-2.802878447375691,77.86469594720606
12,0.17625749,0.099509276,-0.10422898,0.72309637,-0.6197862,0.28658849,3.1324601,2.4483585,3.1601748,41.779636,7.3639741,4.1574612,24.047619,64.623016,18.472221,15.55001,5.9932251,1.6383117,2.5653193,0,126,18,0.0066986731,1,1,1968.75,1968.75,1968.75,12,12,12,0.3636886845382925,-2.52311734623504,2.162634664803136,1,1,-0.10879242,0.7547555,-0.64692211,3.3429599,0.3636886845382925,-2.52311734623504,2.162634664803136,0.33414004309617984,-0.051636999158730164,0.0036516303473262705,0.659930448780996,0.010728644826190474,0.004238847176176009,0.4498422737482042,0.004192910313452378,0.0027529144570671957,0.6339429574881914,0.02352391183253968,0.005255498881003603,0.4481112042374304,-0.002505601013738095,0.0036172118491027824,0.5138635742632244,-0.04718427518253968,0.0038096596998540826,0.517971813549912,-180.07573564920636,89.89702858225962,0.48029351259724595,-62.25168837515872,49.137992945974894,0.6056863812067755,-5.323508605396827,38.85179130457401,0.4886786964612655,1279.0680822222223,79.12647318616895,0.5614123131722766,29.407649523809525,32.58019020645476,0.40656435653326245,166.7203659968254,85.52287259201562
13,0.85645765,0.62906599,-0.43190289,0.0096922731,-0.79896504,0.41835496,0.80955333,1.6328969,3.8935213,7.7282262,6.6188984,4.8615642,39.100876,27.741228,64.671051,11.937099,1.0659938,0.89344424,1.110868,0,57,12,0.45690188,1,1,890.625,890.625,890.625,13,13,13,1.032384074852196,-0.0231675865514648,1.909778132775813,1,1,-0.47551546,0.010670976,-0.87964261,2.1710842,1.032384074852196,-0.0231675865514648,1.909778132775813,0.4664818830330396,-0.04949672087719298,0.0023624583345146274,0.5403001893076781,0.007946272117543856,0.0025034889389784635,0.7292521135891438,0.0057742193224561335,0.0029504944283867806,0.4650712471523562,0.0241841289122807,0.0031460151511804525,0.5208901022437071,-0.004050050538263156,0.0021812099589889286,0.5213111403113662,-0.04927973661403509,0.0028350812264370346,0.414294500036595,89.21961904385965,54.691363187850556,0.494126975499748,59.64336945614034,33.11666770418289,0.4070050283372572,0.31638780631578983,36.56654298186226,0.4083186942716301,1269.2357561403512,41.86425449909043,0.37662942764003354,-59.11435834210526,28.7077933313896,0.4550509503865503,69.45981170701754,37.85076768867221
14,0.16474275,0.11668774,-0.3258087,-0.39163643,0.83073175,0.22439796,3.1391723,1.5603856,3.122829,44.93074,7.4020138,5.242867,40.710228,35.241478,38.678978,17.382465,5.8531084,1.0690707,4.0993185,0,176,21,0.0075667505,1,1,2750.0,2750.0,2750.0,14,14,14,1.451924195410527,1.745276889644344,-3.702047853063391,1,1,-0.33433506,-0.40188548,0.85247177,4.3427219,1.451924195410527,1.745276889644344,-3.702047853063391,0.3910154680787548,-0.04993035955113636,0.00434714455413428,0.5189979030424258,0.008625810526403406,0.0029872587262190584,0.5469010809506871,-0.013402585599829547,0.007307675680431886,0.597484185379506,0.021133076372386362,0.00466072007984096,0.5359639810984717,0.005380185299488635,0.007631718847045111,0.6355157336679003,-0.04711958508522727,0.003683217816686039,0.5639518761641334,-37.580556813636356,100.89401244899078,0.5584755849551186,-21.0708846664375,37.74047716968086,0.4959010724066449,146.1186838125,57.12077689454248,0.5646743581605441,1157.518592443182,107.66837069772383,0.4643685032644396,33.75499753238636,50.83008547491218,0.5795311152728193,-64.43796976818182,112.3607571569567
15,0.82283974,0.65803462,0.070690371,-0.55704403,0.56029731,0.60891026,1.1278001,2.2963958,2.4974411,7.8169637,6.4321084,5.1438327,23.399122,14.451755,24.978069,11.937099,1.6847736,0.72607177,3.395597,0,57,10,0.37552583,1,0,890.625,890.625,890.625,15,15,15,-0.3021824735359075,0.3477618656060262,-0.6862050073162571,1,1,0.36560965,-0.42075601,0.83023733,0.82651669,-0.3021824735359075,0.3477618656060262,-0.6862050073162571,0.5800065463646776,-0.04279668628070175,0.002142340489237715,0.46059235714485086,-0.009635820012280681,0.002862182461719316,0.2740228681605553,-0.0035864948000877152,0.004191696808975992,0.508117789107465,0.021838386087719302,0.004647909028890688,0.5605030710060097,0.010844146178245606,0.0045012193926245786,0.42399741618934406,-0.05489085621052631,0.004789373878357799,0.5725853001025006,-93.3347507217544,115.06097092580494,0.4929326548981512,-19.790477657894737,65.05269408200968,0.4326245456210296,211.73283787719296,71.89101544807285,0.5321496082470148,1255.6280614035086,101.67698240534344,0.5931826790103516,-10.15982232631579,58.849412459748535,0.4996904710883939,-47.5967523614035,76.5022833427087
16,0.67921638,0.58060074,-0.64374822,-0.75639778,0.070119672,0.092379048,1.0732852,2.0985634,0.75800383,8.7193527,5.922327,5.0624628,58.0,40.125,20.916666,12.142951,0.26053369,2.54057,4.780057,0,60,11,0.45996103,1,0,937.5,937.5,937.5,16,16,16,2.522928901534925,3.063301588582306,-0.7158690701952466,1,1,-0.62564117,-0.75964391,0.1775227,4.0325494,2.522928901534925,3.063301588582306,-0.7158690701952466,0.6583721963958497,-0.05614684193333333,0.0036550217703973987,0.538773812946107,0.00298454972355,0.0037734300754173242,0.653703562194765,0.008250776985499997,0.0077979819070465774,0.32740491252818105,0.023332478041666663,0.005859112574003936,0.49885813932366063,-0.0010401125956666665,0.002610248790466835,0.6334688400421291,-0.0424966142,0.0023176030814705856,0.36916455289503014,51.60691208333333,68.12276133732905,0.6033406511235637,69.32508018333333,43.557948754245544,0.8860616024101489,16.494306216166667,47.62800274667309,0.41284343482323926,1222.3676816666666,66.8178611110591,0.5344265239989274,-30.224933787666668,37.98969115213872,0.45814750062389364,-41.41989829499999,78.53237120927449
17,0.92576504,0.57369369,0.29187948,0.57282865,0.7647571,0.04266512,4.6391068,0.60670573,5.9623532,9.594965,8.8826838,5.504571,13.125,59.174107,57.8125,14.95133,2.3206146,1.9138393,3.4740365,0,112,16,0.56000525,1,0,1750.0,1750.0,1750.0,17,17,17,-1.225911543714346,0.7974280218097363,-0.2492441613387264,1,1,0.82634544,-0.53751922,0.16800705,1.483534,-1.225911543714346,0.7974280218097363,-0.2492441613387264,0.5694779051149251,-0.03818248758928571,0.003298001866935112,0.48626854301169903,-0.00783492383444643,0.006463905056503723,0.44730736091062007,-0.017202032502678568,0.004719654961787656,0.4814305693764469,0.017769792407142857,0.0031908687745082973,0.5572546886932985,0.004441655242848212,0.004598861536470388,0.5225828508537754,-0.05371540864285714,0.0033750667224241664,0.592586891386293,23.15262456607143,78.793281979902,0.552184728780584,35.75136760839286,37.29084789405381,0.8312742543421474,147.90981865178574,21.72947810218797,0.6071796981149582,1345.0368339285712,70.2821524615101,0.21586027191560592,-0.3546241994285716,15.516201860339558,0.5587955661259691,195.70121108035715,80.52022391617372
18,0.73409164,0.72368222,0.18264547,0.85359633,0.34115791,0.34874812,0.64442462,1.3408557,0.41083887,7.7777553,5.7095852,5.628623,48.326271,60.360168,52.690678,12.075111,0.95489025,0.96253777,2.5854831,0,59,12,0.52919024,1,0,921.875,921.875,921.875,18,18,18,-1.807753306599267,1.919216399233648,-4.948649758536163,1,1,0.32239956,-0.34227818,0.88255543,5.607183,-1.807753306599267,1.919216399233648,-4.948649758536163,0.5835376089474795,-0.042697134813559315,0.002899551365828467,0.5374078748553995,0.002855171623627117,0.002065360217819754,0.5186376128589739,0.005229152043762707,0.002407709437431201,0.4295767733958371,0.020315199711864414,0.0017656059716543693,0.617210898457631,0.009249479783050843,0.0025430672987231226,0.49365420327988474,-0.052637399881355934,0.002290427563691722,0.5616191083433492,-7.943691513559322,43.229601555094156,0.5187156480578291,-16.268933109322035,14.200133658008937,0.48927549722188984,42.067717918644064,42.204766507729026,0.5922836030775301,1249.0876305084744,47.16059683180956,0.4831828076243942,129.80958694915253,26.39397318816327,0.5829747206436731,70.25637450847458,48.269743543622205
19,0.95391291,0.79992759,-0.64374822,-0.75639778,0.070119672,0.092379048,3.3194346,2.4093044,2.4873428,6.4634023,6.1655226,5.1702538,23.194445,57.638889,29.916666,11.032603,5.7384152,2.4215546,1.3690875,0,45,11,0.35892591,1,0,703.125,703.125,703.125,19,19,19,1.670135037811832,-2.370024215182639,0.4372002581520107,1,1,-0.56959379,0.80828857,-0.14910564,2.9321511,1.670135037811832,-2.370024215182639,0.4372002581520107,0.400517514757543,-0.05154188064444444,0.0018637656168358234,0.6965349259697287,0.002642761777777778,0.002720386667605289,0.6095772250651433,0.013767072904444443,0.005563915637496387,0.574592299807931,0.033553288066666666,0.0033595918566733146,0.45648250377073085,0.0029046889420000005,0.0031655005793612325,0.4666489556072462,-0.056987592955555555,0.0026712701593123774,0.4155393188763636,-3.270343535111112,53.15343284631372,0.2246751020512614,-24.793776605555557,27.79220003022881,0.6132627817402021,21.74118882888889,20.443356050299297,0.5754131443139258,1267.1327644444443,44.5048409224575,0.5529232974491548,-15.587289374666666,29.2267248583608,0.5857809495468898,57.56409975333333,48.54157048700169
20,0.45945489,0.3669726,-0.053436019,0.46799204,0.12821786,0.87274748,6.2664456,0.72944093,5.468081,12.454875,5.7224536,4.5705976,12.179487,35.608974,64.006409,13.25273,4.6802087,0.98092258,1.3112377,0,78,12,0.56840324,1,1,1218.75,1218.75,1218.75,20,20,20,0.0612273556558058,-0.5362284499563046,-0.1469128937902049,1,1,-0.10946149,0.95866239,0.262649,0.55935067,0.0612273556558058,-0.5362284499563046,-0.1469128937902049,0.4646726222708369,-0.043518023756410264,0.003144592243319567,0.3768145936572206,0.0007942476016410257,0.002936402724855514,0.4841483317621762,0.014337300108974356,0.0034317646779534776,0.5844039878854018,0.01461096812948718,0.003238537447901425,0.4464766243661252,0.0015556944833717938,0.003894087098809544,0.41247873103652344,-0.046827623871794864,0.0035250552969058532,0.4476227555388746,25.460750275641026,90.07236333383618,0.43292741403398494,-4.447700455897435,53.197907065285726,0.42275403968787095,-92.91723001282051,48.78945150874687,0.4974988376456813,1232.559955128205,77.63645160002486,0.5232952152509598,-2.281131794871794,60.352453190725946,0.4587129674915006,-112.3492765474359,100.91851547559644
